2013-10-04 17:24;1380921444;498454;;-2
2013-10-04 17:27;1380921447;513940;;-2
2013-10-04 17:29;1380921449;982556;;-2
2013-10-04 17:33;1380921453;620676;;-2
2013-10-04 17:36;1380921456;576526;;-3
2013-10-04 17:39;1380921459;335247;;1
2013-10-04 17:41;1380921461;884305;;-3
2013-10-04 17:44;1380921464;713274;;-3
2013-10-04 17:47;1380921467;808730;;-3
2013-10-04 17:50;1380921470;780321;;-2
2013-10-04 17:53;1380921473;808307;;-3
2013-10-04 17:56;1380921476;944410;;1
2013-10-04 17:58;1380921478;995869;;-3
2013-10-04 18:02;1380921482;720961;;-2
2013-10-04 18:05;1380921485;488227;;1
2013-10-04 18:08;1380921488;265891;;-3
2013-10-04 18:11;1380921491;463944;;1
2013-10-04 18:13;1380921493;850257;;-3
2013-10-04 18:17;1380921497;610023;;-2
2013-10-04 18:20;1380921500;774773;;-3
2013-10-04 18:23;1380921503;366111;;-3
2013-10-04 18:26;1380921506;291417;;-3
2013-10-04 18:29;1380921509;482650;;-3
2013-10-04 18:32;1380921512;711288;;-2
2013-10-04 18:35;1380921515;643705;;-2
2013-10-04 18:38;1380921518;733333;;-3
2013-10-04 18:41;1380921521;692678;;1
2013-10-04 18:44;1380921524;405349;;-2
2013-10-04 18:47;1380921527;727980;;-3
2013-10-04 18:50;1380921530;887583;;-3
2013-10-04 18:55;1380921535;208950;;-3
2013-10-04 19:00;1380921540;452926;;-1
2013-10-04 19:03;1380921543;478207;;-3
2013-10-04 19:07;1380921547;168656;;-3
2013-10-04 19:11;1380921551;523718;;-2
2013-10-04 19:14;1380921554;613384;;-1
2013-10-04 19:18;1380921558;73019;;1
2013-10-04 19:20;1380921560;686148;;-3
2013-10-04 19:23;1380921563;982211;;-3
2013-10-04 19:26;1380921566;676806;;-1
2013-10-04 19:29;1380921569;904600;;-2
2013-10-04 19:32;1380921572;728469;;-3
2013-10-04 19:36;1380921576;215300;;-2
2013-10-04 19:39;1380921579;572741;;1
2013-10-04 19:41;1380921581;591570;;-3
2013-10-04 19:45;1380921585;278709;;-3
2013-10-04 19:48;1380921588;305974;;-3
2013-10-04 19:51;1380921591;71121;;-2
2013-10-04 19:54;1380921594;821352;;-3
2013-10-04 19:57;1380921597;316345;;1
2013-10-04 19:59;1380921599;205520;;-1
2013-10-04 20:02;1380921602;325835;;1
2013-10-04 20:04;1380921604;704008;;-3
2013-10-04 20:08;1380921608;27180;;-3
2013-10-04 20:10;1380921610;555913;;-2
2013-10-04 20:13;1380921613;361764;;1
2013-10-04 20:15;1380921615;441859;;-3
2013-10-04 20:18;1380921618;268387;;1
2013-10-04 20:20;1380921620;55588;;-1
2013-10-04 20:22;1380921622;488060;;1
2013-10-04 20:25;1380921625;34050;;-2
2013-10-04 20:27;1380921627;961421;;1
2013-10-04 20:30;1380921630;243863;;-3
2013-10-04 20:32;1380921632;803204;;1
2013-10-04 20:34;1380921634;657969;;-3
2013-10-04 20:37;1380921637;749976;;1
2013-10-04 20:39;1380921639;972311;;1
2013-10-04 20:41;1380921641;758655;;-3
2013-10-04 20:44;1380921644;620198;;1
2013-10-04 20:45;1380921645;848377;;1
2013-10-04 20:45;1380921645;848377;;10

